policy_number,policy_bind_date,policy_state,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_age,insured_sex,insured_occupation,insured_hobbies,incident_date,incident_state,incident_severity,incident_city,incident_location,incident_hour_of_the_day,peril_type,authorities_contacted,police_report_available,cov_A,cov_E,personal_liability_ind,property_claim_amount,injury_claim_amount,total_claim_amount,liberty_prior_claim,other_prior_claim,fraud_reported
527057,2/10/2014,OH,500,8422.553676,6000000,61865,32,FEMALE,armed-forces,sleeping,2/26/2015,NY,minor damage,Northbend,4096 Francis Ave,2,hail,ambulance,NO,730000,300000,NO,421433,514,421947,NO,NO,NO
632343,3/31/1992,IN,500,3285.235144,0,43996,37,MALE,craft-repair,dancing,1/9/2015,NY,minor damage,Riverwood,1040 Lincoln Hwy,9,other,police,YES,398200,300000,NO,208451,7086,215537,NO,NO,NO
539241,12/13/1991,OH,500,2447.213873,0,46639,31,FEMALE,transport-moving,exercise,1/29/2015,NC,total loss,Springfield,5278 Pine St,15,hail,other,NO,209200,1000000,NO,209200,416,209616,NO,YES,NO
874645,8/4/2008,IL,500,4761.000359,0,44149,26,MALE,sales,camping,1/18/2015,VA,minor damage,Northbend,5137 Embaracadero St,9,theft,police,YES,513600,500000,NO,244451,14207,258658,NO,NO,NO
187991,4/22/1996,IL,1000,4622.126425,0,45988,51,MALE,tech-support,cross-fit,2/5/2015,SC,minor damage,Riverwood,8857 5th Drive,9,fire,other,NO,527400,1000000,NO,212125,6796,218921,NO,NO,NO
201731,11/21/2004,IL,1000,6625.690498,0,44142,50,MALE,other-service,base-jumping,2/4/2015,WV,total loss,Northbrook,8056 Elm St,8,hail,ambulance,NO,569600,1000000,NO,569600,7234,576834,NO,NO,NO
814893,11/17/1997,IL,1000,3366.836516,0,62073,36,MALE,craft-repair,cross-fit,2/28/2015,PA,minor damage,Northbrook,2878 Tree Lane,3,theft,police,YES,387000,1000000,NO,193711,7935,201646,NO,YES,NO
451562,6/17/2006,IN,1000,3403.453419,0,44223,34,FEMALE,craft-repair,dancing,2/2/2015,SC,total loss,Riverwood,5216 1st Lane,12,fire,police,NO,286000,300000,NO,286000,5500,291500,NO,NO,NO
522211,7/11/2007,IN,500,1365.38597,0,61845,36,FEMALE,armed-forces,movies,1/25/2015,SC,major damage,Northbend,4592 4th Ave,16,fire,other,NO,133400,500000,NO,84133,10749,94882,NO,YES,NO
679829,9/15/1998,IL,500,3745.575823,0,46127,31,MALE,adm-clerical,board-games,2/6/2015,WV,minor damage,Northbend,8703 Britain Hwy,9,other,fire,NO,314200,500000,YES,125929,3389,129318,NO,NO,NO
471650,5/17/2013,IN,500,13489.75771,0,45858,59,FEMALE,sales,board-games,1/5/2015,WV,minor damage,Arlington,9483 Flute Lane,5,hail,ambulance,NO,1185000,1000000,NO,679923,946,680869,NO,NO,NO
624321,10/21/1995,IL,1000,7128.004109,0,47894,27,FEMALE,tech-support,skydiving,1/21/2015,SC,major damage,Northbrook,5172 Best Drive,17,theft,none,NO,703600,1000000,YES,559195,6964,566159,YES,NO,NO
849903,5/21/2013,IN,1000,1896.170087,0,46487,22,FEMALE,exec-managerial,board-games,1/9/2015,WV,minor damage,Riverwood,5804 Oak Ave,6,fire,fire,NO,209000,500000,NO,86598,7235,93833,NO,NO,NO
488924,9/7/2004,OH,1000,2073.214129,0,61884,44,MALE,tech-support,exercise,2/27/2015,SC,total loss,Columbus,4702 Weaver Drive,12,hail,ambulance,NO,241800,300000,NO,241800,17500,259300,NO,NO,NO
900713,4/24/2000,IN,500,1341.536053,0,44756,36,MALE,craft-repair,bungie-jumping,1/18/2015,NY,total loss,Hillsdale,8094 MLK Ave,17,hail,ambulance,NO,118200,1000000,NO,118200,2966,121166,NO,NO,NO
915371,9/18/1992,OH,500,4721.349286,0,60414,56,FEMALE,machine-op-inspct,cross-fit,1/28/2015,NC,minor damage,Arlington,9877 Tree Drive,3,other,police,YES,407800,500000,YES,209563,774,210337,NO,NO,NO
314089,10/16/1991,OH,1000,1989.583188,0,44689,57,MALE,prof-specialty,cross-fit,1/2/2015,VA,minor damage,Columbus,7508 Sky Ave,9,fire,other,NO,166600,1000000,YES,74672,4282,78954,NO,NO,NO
811314,1/12/2015,IL,1000,4873.659139,0,43883,33,FEMALE,farming-fishing,paintball,1/25/2015,SC,total loss,Hillsdale,5703 Maple Lane,17,hail,other,NO,440600,300000,NO,440600,5766,446366,NO,NO,NO
156516,10/22/2009,OH,1000,4364.787944,0,47552,36,MALE,farming-fishing,chess,2/15/2015,NY,minor damage,Northbrook,9339 1st Drive,11,theft,ambulance,NO,510000,500000,NO,231257,2869,234126,NO,YES,NO
137415,9/17/2003,IL,500,2466.172585,0,47860,33,MALE,priv-house-serv,basketball,2/14/2015,WV,trivial damage,Hillsdale,3306 Weaver Lane,9,hail,ambulance,NO,264800,1000000,NO,40753,2016,42769,NO,NO,NO
491507,7/25/1994,IN,500,4191.576303,0,46850,41,FEMALE,protective-serv,base-jumping,2/28/2015,OH,major damage,Hillsdale,5889 MLK Lane,9,hurricane,other,NO,520200,300000,YES,428628,14719,443347,NO,NO,NO
112005,1/27/1993,OH,500,1852.355914,0,47341,41,MALE,prof-specialty,base-jumping,2/24/2015,NY,major damage,Arlington,6881 Best Drive,22,fire,none,NO,174400,1000000,NO,125630,1042,126672,NO,YES,NO
446310,2/5/2009,IN,500,3554.856947,0,45294,30,MALE,armed-forces,paintball,2/16/2015,SC,total loss,Hillsdale,1563 Andromedia Ave,18,fire,none,NO,430200,500000,NO,430200,1946,432146,YES,NO,NO
576417,10/30/1998,IL,1000,1494.024709,3000000,43429,46,FEMALE,handlers-cleaners,dancing,2/7/2015,NY,minor damage,Columbus,6618 5th Ave,8,fire,fire,NO,129200,1000000,NO,62977,672,63649,NO,NO,NO
572149,12/1/2007,OH,1000,1644.219017,6000000,45243,33,FEMALE,exec-managerial,base-jumping,1/1/2015,SC,trivial damage,Arlington,9387 Maple Ave,19,theft,other,NO,143200,1000000,YES,39619,9275,48894,NO,YES,NO
876952,5/28/2014,IL,1000,4336.516042,0,61571,33,MALE,craft-repair,board-games,2/8/2015,SC,trivial damage,Riverwood,6638 Best St,12,hail,ambulance,NO,442200,300000,YES,48876,7775,56651,YES,NO,NO
175141,5/12/1992,IL,1000,5174.154954,0,47341,31,MALE,craft-repair,dancing,2/5/2015,VA,minor damage,Hillsdale,9767 Oak St,9,other,other,NO,565200,500000,NO,266073,7480,273553,YES,YES,NO
641020,5/23/2009,IL,1000,2088.606548,0,44437,40,MALE,sales,movies,1/15/2015,SC,total loss,Riverwood,9824 5th St,20,theft,ambulance,NO,213400,500000,NO,213400,756,214156,YES,NO,NO
426915,6/16/1997,OH,1000,2883.037382,0,46269,49,MALE,tech-support,chess,1/24/2015,NY,minor damage,Columbus,2566 Britain Drive,20,other,fire,NO,240800,1000000,YES,138197,10723,148920,NO,YES,NO
244853,6/6/2002,OH,500,4616.711015,0,43269,54,MALE,transport-moving,polo,1/25/2015,NY,minor damage,Northbrook,1316 1st Ave,16,other,other,NO,479800,300000,NO,275398,3355,278753,NO,NO,NO
640684,5/10/2004,IL,500,4229.700075,0,46697,29,MALE,transport-moving,kayaking,1/11/2015,NY,trivial damage,Arlington,3634 4th St,11,theft,none,NO,370800,300000,NO,84629,5019,89648,NO,NO,NO
901516,11/21/2008,OH,500,1507.430897,0,43087,52,MALE,craft-repair,golf,1/26/2015,NY,minor damage,Riverwood,4651 Oak Lane,15,other,other,NO,151600,300000,NO,74430,7298,81728,NO,YES,NO
341996,3/30/1997,IN,500,6787.566243,6000000,61210,43,MALE,handlers-cleaners,hiking,1/3/2015,NC,minor damage,Columbus,5673 MLK Ridge,23,theft,police,YES,571400,500000,NO,270207,10177,280384,NO,NO,NO
847334,3/23/2013,IL,1000,4311.834612,0,46283,36,FEMALE,machine-op-inspct,golf,1/28/2015,NY,trivial damage,Riverwood,2283 Solo Lane,8,fire,other,NO,520600,500000,NO,110489,5329,115818,NO,NO,NO
112376,2/22/2012,OH,1000,5460.639196,0,43153,31,MALE,handlers-cleaners,yachting,2/7/2015,WV,minor damage,Northbrook,7103 Rock St,14,theft,police,YES,514800,1000000,YES,240932,13230,254162,YES,NO,NO
390925,2/7/2010,IN,1000,4884.752658,6000000,61438,50,FEMALE,adm-clerical,chess,2/5/2015,NY,total loss,Northbend,4730 Andromedia Lane,4,hurricane,other,NO,464600,300000,YES,464600,6325,470925,YES,YES,NO
501321,3/21/2007,OH,1000,1662.988367,0,46898,46,FEMALE,prof-specialty,sleeping,1/18/2015,SC,minor damage,Northbrook,1370 Sky Ridge,22,other,police,YES,196000,500000,NO,102594,17,102611,NO,NO,NO
636270,5/13/2005,IN,1000,3145.704895,0,60837,41,MALE,protective-serv,basketball,1/3/2015,SC,trivial damage,Northbend,9630 Oak Hwy,9,hurricane,fire,NO,330200,1000000,NO,78938,5169,84107,NO,NO,NO
386694,11/1/2007,IN,1000,2730.245928,0,60989,33,MALE,other-service,reading,2/12/2015,NY,total loss,Springfield,8020 MLK St,15,fire,other,NO,303400,1000000,NO,303400,14003,317403,YES,NO,NO
642882,2/3/2015,IL,500,3584.134145,0,43038,38,MALE,machine-op-inspct,basketball,1/10/2015,SC,minor damage,Springfield,3907 Francis Hwy,2,theft,ambulance,NO,367600,300000,NO,209907,14191,224098,NO,YES,NO
268314,2/22/1998,OH,1000,8283.044929,0,43498,44,MALE,armed-forces,cross-fit,3/1/2015,NC,total loss,Northbrook,6062 Rock Hwy,1,theft,fire,NO,733000,500000,NO,733000,9275,742275,NO,NO,NO
988832,7/27/1998,IL,500,1915.570661,0,61384,40,MALE,exec-managerial,chess,1/18/2015,WV,minor damage,Hillsdale,4162 Elm Drive,19,fire,ambulance,NO,172400,500000,NO,87100,13815,100915,NO,NO,NO
203442,11/19/2009,OH,1000,1689.553733,0,45245,30,MALE,other-service,skydiving,1/14/2015,NC,trivial damage,Riverwood,1573 4th Ridge,3,theft,other,NO,149600,1000000,NO,37940,13045,50985,YES,NO,NO
902157,11/25/1992,OH,500,1310.928204,4000000,44792,44,FEMALE,farming-fishing,basketball,1/8/2015,SC,total loss,Springfield,9878 5th Hwy,8,hail,other,NO,138400,500000,NO,138400,366,138766,NO,NO,NO
674763,3/11/2000,IN,500,2007.670846,0,60623,50,MALE,sales,polo,1/21/2015,NY,minor damage,Riverwood,7738 Oak Drive,21,hail,other,NO,183000,1000000,NO,84639,12055,96694,YES,NO,NO
795468,1/23/2002,IL,1000,3664.518142,0,62073,25,MALE,tech-support,golf,1/24/2015,SC,minor damage,Columbus,7032 Tree Ridge,8,other,police,YES,376200,1000000,NO,218602,5890,224492,NO,YES,NO
173249,11/6/1996,OH,1000,3377.998658,0,43222,51,MALE,adm-clerical,movies,2/27/2015,SC,minor damage,Northbrook,3558 Best Drive,16,hurricane,other,NO,414600,1000000,NO,172630,13267,185897,YES,NO,NO
256702,9/4/2011,IN,500,2631.931772,0,61865,51,MALE,craft-repair,movies,1/31/2015,NC,total loss,Riverwood,7465 Washington Ridge,19,hail,other,NO,312200,1000000,YES,312200,13758,325958,YES,NO,NO
784971,1/28/2011,IL,1000,1309.017942,0,43127,44,FEMALE,tech-support,skydiving,1/1/2015,WV,minor damage,Hillsdale,7269 Elm Drive,19,theft,fire,NO,124000,1000000,NO,72641,11054,83695,NO,YES,NO
425057,6/29/1992,OH,1000,1751.831768,0,61298,35,MALE,farming-fishing,yachting,2/3/2015,WV,total loss,Springfield,1051 Tree Hwy,1,hurricane,ambulance,NO,206400,300000,NO,206400,9399,215799,YES,NO,NO
356332,4/14/2007,IL,1000,2068.057015,0,47697,46,MALE,farming-fishing,board-games,1/1/2015,WV,minor damage,Hillsdale,3902 Oak Ave,22,other,ambulance,NO,203000,300000,NO,121541,13826,135367,YES,NO,NO
519211,12/14/1990,IN,1000,4222.769527,0,60020,33,FEMALE,adm-clerical,polo,2/13/2015,SC,total loss,Northbend,4046 Rock Lane,19,hurricane,other,NO,360800,500000,NO,360800,1085,361885,NO,NO,NO
288962,1/21/2009,IN,1000,1453.491915,0,46423,27,FEMALE,prof-specialty,video-games,1/10/2015,WV,total loss,Hillsdale,5234 Weaver Lane,9,hurricane,other,NO,156400,300000,NO,156400,10447,166847,NO,NO,NO
299014,8/4/2014,IL,500,3089.24135,0,46898,47,MALE,tech-support,video-games,1/5/2015,NC,minor damage,Columbus,5446 Rock Drive,17,theft,police,YES,278800,300000,NO,120639,4374,125013,YES,NO,NO
965313,8/16/2007,IL,1000,5049.031821,0,47764,36,FEMALE,other-service,hiking,1/30/2015,PA,minor damage,Hillsdale,3515 Apache Drive,17,theft,none,NO,541400,300000,YES,270010,1373,271383,YES,YES,NO
569636,3/4/1991,OH,500,2749.611724,0,47475,33,FEMALE,protective-serv,bungie-jumping,2/22/2015,NY,minor damage,Columbus,4700 Cherokee Lane,14,fire,fire,NO,332400,500000,NO,154963,10948,165911,YES,YES,NO
973180,8/23/2000,IL,500,2771.023643,0,43818,42,FEMALE,other-service,chess,2/4/2015,VA,minor damage,Springfield,6378 Apache Ave,22,hurricane,ambulance,NO,236400,1000000,YES,119648,10727,130375,NO,NO,NO
594871,7/27/2006,IN,500,3038.648192,0,44254,51,FEMALE,priv-house-serv,dancing,2/9/2015,NY,total loss,Arlington,5673 Oak St,3,fire,police,YES,374800,300000,NO,374799,8561,383360,NO,NO,NO
514801,6/9/1996,OH,1000,9076.40907,0,43883,40,MALE,transport-moving,base-jumping,2/21/2015,WV,minor damage,Riverwood,6882 4th St,8,other,ambulance,NO,852000,500000,NO,453624,15471,469095,NO,NO,NO
562930,3/9/2000,IN,500,4439.705057,0,46881,57,MALE,sales,video-games,2/25/2015,SC,minor damage,Hillsdale,3293 5th Ave,13,hurricane,other,NO,522000,500000,NO,245091,997,246088,NO,YES,NO
294177,6/30/1995,IN,500,2353.065634,0,60432,40,MALE,exec-managerial,golf,2/17/2015,VA,total loss,Riverwood,8043 Cherokee Hwy,7,hurricane,ambulance,NO,204000,1000000,NO,204000,403,204403,NO,NO,NO
951979,12/18/2010,IL,500,1913.49579,6000000,43992,37,FEMALE,armed-forces,sleeping,1/29/2015,WV,major damage,Northbrook,4338 Oak Drive,19,other,other,NO,190600,1000000,NO,117812,857,118669,NO,YES,NO
573565,4/16/1997,IN,1000,2989.209843,0,47178,39,FEMALE,exec-managerial,board-games,1/11/2015,NY,total loss,Northbrook,1558 MLK Drive,21,fire,police,YES,253400,500000,NO,253400,1976,255376,NO,NO,NO
168964,11/11/1990,IL,500,6255.028301,0,46487,31,MALE,craft-repair,hiking,1/31/2015,NY,total loss,Springfield,3726 Weaver St,5,fire,ambulance,NO,623200,500000,YES,623200,12002,635202,NO,NO,NO
248989,12/2/2006,OH,1000,3971.06802,7000000,43992,33,FEMALE,machine-op-inspct,reading,2/22/2015,PA,minor damage,Springfield,7634 Pine Ridge,4,hail,ambulance,NO,360000,300000,NO,200020,19500,219520,NO,YES,NO
132287,4/21/2003,IN,500,6529.889594,0,46671,35,MALE,sales,bungie-jumping,1/1/2015,OH,minor damage,Hillsdale,7203 MLK Lane,1,hurricane,other,NO,601200,300000,NO,251451,12156,263607,NO,NO,NO
988686,9/19/2003,OH,1000,1883.609871,0,44980,31,FEMALE,adm-clerical,skydiving,2/6/2015,NC,minor damage,Northbend,4848 Best Ridge,10,hurricane,other,NO,207000,500000,NO,109853,3930,113783,NO,NO,NO
170181,9/24/2001,IL,500,2841.130021,0,44086,37,FEMALE,other-service,movies,2/4/2015,WV,trivial damage,Northbend,5682 Britain Hwy,6,fire,fire,NO,310200,1000000,NO,59669,12705,72374,YES,YES,NO
293709,9/14/2008,OH,500,4816.872224,4000000,44149,54,MALE,handlers-cleaners,bungie-jumping,1/9/2015,NY,minor damage,Northbrook,8936 Pine Lane,3,other,ambulance,NO,416600,500000,NO,244294,7551,251845,YES,NO,NO
174834,5/21/2003,IN,500,2346.48372,0,60525,38,MALE,transport-moving,exercise,1/29/2015,SC,minor damage,Columbus,7585 4th Ridge,5,theft,ambulance,NO,205000,500000,NO,106490,7092,113582,NO,NO,NO
507475,1/16/2009,IN,500,9262.683787,0,47589,31,MALE,transport-moving,reading,2/17/2015,NC,total loss,Northbend,7131 Embaracadero St,12,hurricane,other,NO,810200,500000,YES,810200,391,810591,YES,NO,NO
848471,3/21/2012,OH,1000,2192.786731,0,60012,43,FEMALE,tech-support,kayaking,1/17/2015,NY,total loss,Columbus,9062 Elm Ave,0,fire,ambulance,NO,218400,300000,YES,218400,489,218889,NO,NO,NO
598353,7/20/2007,IN,1000,4121.252012,0,47272,29,FEMALE,tech-support,dancing,2/13/2015,WV,minor damage,Northbend,1628 2nd Lane,3,fire,other,NO,389400,1000000,YES,199192,10308,209500,NO,NO,NO
312498,11/28/2003,IN,500,1380.735056,0,43315,43,FEMALE,handlers-cleaners,movies,1/1/2015,SC,minor damage,Arlington,1339 5th Ave,18,hurricane,fire,NO,150600,500000,NO,86321,175,86496,NO,NO,NO
708653,4/3/2003,IN,1000,1406.637324,6000000,60428,37,MALE,handlers-cleaners,exercise,1/12/2015,NC,minor damage,Arlington,8845 3rd St,19,other,police,YES,148000,500000,NO,73589,8249,81838,NO,YES,NO
651634,12/16/1995,OH,500,4604.691437,0,45858,28,FEMALE,exec-managerial,exercise,2/24/2015,VA,minor damage,Arlington,3570 2nd Ave,21,theft,other,NO,397800,300000,NO,220768,11251,232019,NO,NO,NO
640946,1/10/1991,IL,1000,2406.356377,5000000,43196,38,MALE,adm-clerical,basketball,2/18/2015,NY,trivial damage,Northbend,8962 Francis Lane,4,fire,none,NO,238400,500000,NO,33421,242,33663,NO,YES,NO
395679,2/22/2014,OH,1000,8389.905517,0,44187,55,FEMALE,priv-house-serv,cross-fit,1/4/2015,NC,total loss,Hillsdale,7292 1st Ridge,16,hail,other,NO,753800,300000,YES,753800,10349,764149,NO,NO,NO
369019,6/19/1997,IL,500,3481.989352,0,45221,41,FEMALE,protective-serv,chess,1/14/2015,PA,minor damage,Northbend,3440 Andromedia Drive,18,hail,other,NO,435000,500000,YES,232317,5361,237678,YES,NO,NO
401116,4/15/2012,OH,500,3306.597907,0,47263,32,MALE,transport-moving,yachting,2/4/2015,SC,total loss,Hillsdale,7781 Lincoln Hwy,9,other,none,NO,311400,1000000,NO,311400,11444,322844,YES,NO,NO
232520,3/1/1991,OH,500,2520.982667,0,61437,41,MALE,handlers-cleaners,hiking,2/27/2015,WV,minor damage,Springfield,5153 Francis Ridge,13,hail,other,NO,301200,500000,NO,127981,13734,141715,YES,NO,NO
497586,10/21/2006,IL,500,2837.070055,0,61521,44,MALE,priv-house-serv,board-games,2/5/2015,SC,major damage,Riverwood,2859 Cherokee Ave,3,fire,ambulance,NO,320800,300000,NO,228883,7111,235994,NO,NO,NO
612169,6/16/2002,OH,1000,5028.825297,0,62019,26,MALE,machine-op-inspct,skydiving,2/26/2015,VA,minor damage,Springfield,8061 4th St,22,theft,fire,NO,518800,1000000,NO,257633,881,258514,NO,YES,NO
527481,6/22/2000,OH,1000,9619.109045,0,47436,58,FEMALE,machine-op-inspct,kayaking,1/9/2015,WV,minor damage,Arlington,6238 Weaver St,17,hurricane,other,NO,1136600,300000,NO,553900,6228,560128,YES,NO,NO
442239,9/21/1995,OH,1000,3940.786413,0,47432,33,FEMALE,protective-serv,hiking,1/29/2015,NY,minor damage,Northbrook,2148 Maple Hwy,22,hail,fire,NO,410000,500000,YES,208750,14628,223378,NO,YES,NO
226448,5/31/2008,IN,1000,3005.979949,4000000,47289,38,FEMALE,priv-house-serv,reading,2/12/2015,VA,total loss,Springfield,6429 Maple Ridge,2,theft,none,NO,343200,300000,NO,343200,14288,357488,NO,YES,NO
893211,10/19/1991,OH,500,4498.650273,0,61266,30,MALE,sales,hiking,2/5/2015,SC,total loss,Hillsdale,3820 MLK Ridge,4,theft,police,YES,393400,500000,NO,393400,14272,407672,NO,NO,NO
561395,7/30/1993,IL,1000,5645.173897,0,47726,50,MALE,adm-clerical,yachting,2/20/2015,WV,minor damage,Springfield,3732 2nd Lane,15,hail,other,NO,673800,300000,NO,269551,851,270402,NO,NO,NO
637291,2/14/1994,IL,500,1247.908948,9000000,43378,33,FEMALE,machine-op-inspct,video-games,1/30/2015,NY,trivial damage,Springfield,9028 Tree Ave,21,fire,police,NO,106400,1000000,NO,4431,14500,18931,YES,YES,NO
717055,7/9/1993,IN,500,5320.673775,0,47136,30,FEMALE,exec-managerial,movies,2/20/2015,NY,trivial damage,Arlington,3890 Sky Drive,1,hurricane,other,NO,497000,300000,YES,34038,4053,38091,YES,NO,NO
883240,3/4/2003,IL,1000,3008.237439,0,61769,40,FEMALE,craft-repair,base-jumping,1/30/2015,NY,minor damage,Northbend,6553 Pine St,8,hurricane,other,NO,269000,500000,NO,135038,11304,146342,NO,YES,NO
929520,7/26/2013,IL,1000,5806.852165,0,60399,33,MALE,farming-fishing,dancing,2/5/2015,NC,total loss,Columbus,8796 Rock Drive,11,hurricane,ambulance,NO,492200,1000000,NO,492200,7953,500153,NO,NO,NO
877126,1/4/2004,IN,1000,8478.96614,0,44149,30,FEMALE,armed-forces,golf,1/16/2015,NY,minor damage,Arlington,4221 4th St,19,fire,ambulance,NO,855200,1000000,NO,369426,5556,374982,NO,YES,NO
356549,7/22/2001,IL,1000,1302.570708,0,45940,44,FEMALE,handlers-cleaners,basketball,1/8/2015,SC,major damage,Northbrook,8731 Elm Hwy,3,hurricane,other,NO,117800,500000,NO,73563,1144,74707,NO,NO,NO
189487,9/22/2001,OH,1000,3238.506378,0,43599,48,MALE,exec-managerial,base-jumping,2/10/2015,NY,minor damage,Arlington,1646 3rd Ridge,21,theft,police,NO,316600,1000000,NO,127624,496,128120,NO,NO,NO
851285,9/28/2003,OH,1000,1256.507005,0,43062,48,FEMALE,transport-moving,hiking,2/10/2015,SC,total loss,Hillsdale,3623 Weaver Ridge,23,theft,fire,NO,136200,1000000,NO,136200,8415,144615,YES,NO,NO
694481,11/11/1991,IL,1000,3758.137995,0,46410,64,MALE,adm-clerical,reading,1/14/2015,NY,minor damage,Columbus,6565 Britain St,6,hail,other,NO,358800,1000000,NO,178714,745,179459,NO,YES,NO
233806,4/22/1996,OH,1000,2518.905381,0,46936,64,MALE,transport-moving,bungie-jumping,1/23/2015,NY,minor damage,Columbus,1156 5th Hwy,16,fire,fire,NO,295800,1000000,NO,154723,12280,167003,NO,NO,NO
358449,12/3/2011,IL,500,2007.94086,6000000,46663,32,FEMALE,armed-forces,exercise,2/10/2015,SC,minor damage,Hillsdale,2693 Lincoln Hwy,19,fire,police,YES,190800,300000,YES,95986,8098,104084,NO,YES,NO
526877,6/21/1997,IL,1000,4023.795006,0,43420,61,FEMALE,protective-serv,kayaking,1/1/2015,NY,total loss,Hillsdale,7633 Britain Ave,15,other,none,NO,335800,300000,NO,335800,9094,344894,NO,NO,NO
336956,1/6/2003,OH,500,4580.745776,0,60817,33,MALE,sales,kayaking,1/12/2015,NY,minor damage,Hillsdale,3729 Francis Ave,21,fire,police,YES,493200,300000,NO,242928,14895,257823,NO,NO,NO
147334,4/15/1997,IL,1000,3058.294197,0,61947,51,MALE,transport-moving,exercise,2/4/2015,WV,minor damage,Hillsdale,1997 Best Ridge,3,hail,other,NO,255200,300000,NO,147885,6509,154394,NO,NO,NO
899814,6/27/1998,IL,1000,4808.981055,4000000,60837,35,FEMALE,protective-serv,sleeping,2/11/2015,WV,minor damage,Hillsdale,5727 Texas Ave,5,fire,other,NO,554600,1000000,NO,332186,6378,338564,NO,YES,NO
657984,3/6/1999,OH,500,5003.931474,0,45158,39,FEMALE,handlers-cleaners,video-games,1/22/2015,VA,major damage,Arlington,1672 Britain St,22,fire,none,NO,551200,1000000,NO,355028,4816,359844,YES,NO,NO
495441,10/15/1994,IN,1000,2064.175305,0,60160,64,FEMALE,farming-fishing,camping,1/1/2015,WV,trivial damage,Columbus,7659 Francis Lane,23,hail,other,NO,223000,300000,NO,11123,10214,21337,NO,YES,NO
917365,12/1/2002,IL,500,2552.705184,0,61840,59,FEMALE,priv-house-serv,base-jumping,2/23/2015,WV,trivial damage,Northbrook,1059 Elm St,8,hurricane,other,NO,286200,300000,NO,34000,2931,36931,YES,NO,NO
469554,6/28/2003,OH,1000,3283.570037,0,46276,26,MALE,transport-moving,sleeping,1/4/2015,WV,total loss,Springfield,2210 Texas Hwy,10,fire,none,NO,320800,500000,NO,320800,13254,334054,YES,NO,NO
736383,2/2/2004,OH,500,2033.960703,0,45034,43,MALE,transport-moving,polo,1/22/2015,WV,trivial damage,Northbrook,3533 1st Lane,6,fire,other,NO,174600,1000000,YES,11952,2490,14442,YES,NO,NO
273945,7/4/2004,OH,500,2240.051519,5000000,43098,36,FEMALE,tech-support,sleeping,2/27/2015,NY,major damage,Riverwood,2490 Cherokee St,8,other,other,NO,187800,1000000,NO,114818,9251,124069,NO,NO,NO
320441,6/24/1994,IN,500,2212.750375,0,60468,29,MALE,machine-op-inspct,exercise,1/20/2015,NC,total loss,Northbend,3749 Embaracadero St,22,hurricane,other,NO,184800,500000,NO,184800,9202,194002,NO,YES,NO
280632,8/31/2001,IL,500,892.0401224,0,46082,28,FEMALE,machine-op-inspct,dancing,1/26/2015,VA,total loss,Hillsdale,8126 Apache St,12,hail,ambulance,NO,74800,300000,YES,74800,9098,83898,NO,NO,NO
665873,10/23/1992,OH,500,4130.927786,0,60514,28,MALE,machine-op-inspct,dancing,1/18/2015,VA,total loss,Riverwood,3797 Britain Ave,21,fire,none,NO,447800,300000,NO,447800,346,448146,NO,NO,NO
286163,8/21/2007,IN,1000,2095.415878,0,47151,36,FEMALE,farming-fishing,skydiving,2/12/2015,WV,total loss,Hillsdale,9701 Sky Ave,9,theft,other,NO,209600,300000,NO,209600,16193,225793,YES,NO,NO
459676,9/12/1996,IL,1000,4808.622951,0,46423,37,MALE,craft-repair,reading,2/28/2015,SC,minor damage,Riverwood,9956 Andromedia Drive,8,hail,other,NO,526600,500000,YES,249079,5741,254820,NO,YES,NO
790228,11/5/2002,IN,1000,3353.068955,0,44075,29,FEMALE,protective-serv,video-games,2/4/2015,NY,minor damage,Riverwood,4259 Apache Hwy,3,hurricane,other,NO,348800,500000,NO,159366,5805,165171,NO,NO,NO
618295,8/14/2012,IN,500,6466.733371,0,46056,45,FEMALE,farming-fishing,sleeping,2/2/2015,NY,minor damage,Northbend,2133 Best Ave,12,fire,ambulance,NO,589400,1000000,NO,345311,7388,352699,YES,NO,NO
427379,12/10/2009,IN,1000,2607.158635,0,46329,45,FEMALE,machine-op-inspct,sleeping,2/11/2015,WV,total loss,Northbend,3562 Best St,10,fire,none,NO,312800,500000,NO,312800,465,313265,NO,NO,NO
196812,7/4/2013,IN,1000,6816.341974,0,44114,39,FEMALE,armed-forces,yachting,3/1/2015,NY,total loss,Springfield,1057 Pine Ridge,14,theft,ambulance,NO,607000,1000000,NO,607000,359,607359,NO,YES,NO
591028,3/27/1993,OH,500,4668.214762,0,46943,20,FEMALE,other-service,reading,2/18/2015,NY,minor damage,Riverwood,5276 Apache Drive,14,other,other,NO,426600,300000,NO,254856,380,255236,YES,NO,NO
819232,1/2/2001,IL,500,7736.172096,0,44220,44,FEMALE,armed-forces,reading,2/5/2015,NC,minor damage,Riverwood,4662 Oak Ridge,16,hurricane,other,NO,788200,1000000,NO,368018,828,368846,NO,YES,NO
509954,10/3/2011,IN,1000,4460.847895,0,45036,34,FEMALE,transport-moving,exercise,2/12/2015,VA,trivial damage,Springfield,2565 5th Ridge,6,hail,other,NO,436800,300000,NO,139547,10102,149649,NO,NO,NO
533343,6/6/1998,OH,500,2281.487693,0,46269,33,FEMALE,armed-forces,movies,2/12/2015,NY,minor damage,Springfield,9280 Weaver Drive,7,theft,police,YES,249400,500000,NO,133394,21293,154687,NO,NO,NO
